date,temp,temp_max,temp_min,humidity,rainfall,wind_speed
2010-01-01,5.27,13.61,-1.82,34.11,0.0,1.45
2010-01-02,7.39,15.36,1.25,27.97,0.0,1.34
2010-01-03,9.31,17.12,5.41,26.22,0.0,1.31
2010-01-04,8.17,15.8,4.17,44.04,0.0,1.8
2010-01-05,6.95,14.86,1.36,49.21,0.0,1.39
2010-01-06,7.5,14.5,2.09,44.83,0.0,1.3
2010-01-07,8.86,16.52,3.45,36.83,0.0,1.27
2010-01-08,9.2,16.57,5.08,26.32,0.0,1.34
2010-01-09,8.07,16.46,3.57,25.35,0.0,1.62
2010-01-10,8.18,16.73,3.76,27.04,0.0,1.63
2010-01-11,7.6,16.5,2.74,28.56,0.0,1.66
2010-01-12,7.23,15.67,2.35,28.24,0.04,1.67
2010-01-13,7.18,15.08,2.6,35.48,0.12,1.61
2010-01-14,7.01,14.04,1.15,62.75,0.0,1.54
2010-01-15,8.34,14.97,4.62,46.1,0.0,1.37
2010-01-16,8.82,16.22,3.79,36.71,0.0,1.4
2010-01-17,9.18,15.32,5.91,34.7,0.0,1.21
2010-01-18,8.43,14.97,4.62,29.95,0.0,1.46
2010-01-19,7.5,14.42,3.87,26.01,0.0,1.46
2010-01-20,7.81,14.81,3.24,27.61,0.0,1.39
2010-01-21,7.89,14.52,4.13,28.11,0.0,1.44
2010-01-22,7.81,14.99,3.37,31.39,0.0,1.45
2010-01-23,7.73,14.57,3.81,33.4,0.0,1.52
2010-01-24,8.02,14.53,3.65,32.95,0.0,1.27
2010-01-25,7.35,13.76,3.9,34.85,0.0,1.37
2010-01-26,6.89,13.44,2.3,34.16,0.0,1.63
2010-01-27,7.56,14.54,3.35,34.08,0.0,1.53
2010-01-28,7.57,14.2,3.37,37.42,0.0,1.49
2010-01-29,7.81,13.75,3.83,39.53,0.0,1.42
2010-01-30,6.93,14.31,2.01,38.43,0.0,1.67
2010-01-31,6.74,13.2,3.06,40.55,0.0,1.44
2010-02-01,6.52,13.45,1.76,33.37,0.0,1.53
2010-02-02,5.6,13.77,-0.28,26.66,0.0,1.73
2010-02-03,5.24,12.89,-0.47,25.79,0.0,1.72
2010-02-04,5.19,13.08,-0.28,29.73,0.0,1.73
2010-02-05,5.69,12.85,0.35,31.87,0.0,1.75
2010-02-06,7.83,15.98,2.58,29.67,0.0,1.48
2010-02-07,8.55,15.43,4.03,30.26,0.0,1.53
2010-02-08,9.13,15.62,4.83,40.33,0.0,1.52
2010-02-09,6.93,11.17,3.05,63.69,2.36,0.92
2010-02-10,7.46,15.25,1.81,46.24,0.16,1.95
2010-02-11,8.61,16.56,2.66,27.66,0.07,1.81
2010-02-12,7.99,15.19,4.21,40.05,2.11,1.44
2010-02-13,8.02,15.67,2.65,46.13,0.52,1.85
2010-02-14,7.57,15.93,1.74,25.1,0.0,1.95
2010-02-15,7.87,16.17,0.94,22.65,0.08,1.65
2010-02-16,8.28,16.22,3.25,31.81,0.0,1.74
2010-02-17,7.39,15.88,0.43,37.98,0.0,1.92
2010-02-18,7.85,15.78,1.01,41.53,0.0,1.93
2010-02-19,8.87,15.87,3.99,31.57,0.0,1.61
2010-02-20,8.96,15.86,3.87,36.25,0.0,1.78
2010-02-21,10.02,16.95,5.67,30.92,0.0,1.66
2010-02-22,9.83,16.84,5.34,32.75,0.0,1.49
2010-02-23,9.07,15.77,4.54,39.58,0.07,1.7
2010-02-24,9.23,16.06,4.65,41.49,0.0,1.82
2010-02-25,10.05,17.68,5.13,41.65,0.01,1.83
2010-02-26,10.31,17.35,6.6,46.9,0.93,1.67
2010-02-27,10.16,16.68,5.89,52.78,0.06,1.84
2010-02-28,11.46,18.62,6.53,47.93,0.0,1.61
2010-03-01,10.86,17.62,6.79,52.63,0.12,1.76
2010-03-02,11.21,18.39,6.25,44.18,0.0,1.94
2010-03-03,12.14,19.62,7.17,36.25,0.08,1.64
2010-03-04,11.97,19.78,6.06,34.22,0.0,2.0
2010-03-05,11.45,19.14,5.93,40.39,0.0,2.68
2010-03-06,12.17,20.65,5.52,40.3,0.0,1.98
2010-03-07,12.17,19.67,7.03,28.66,0.0,2.03
2010-03-08,12.39,20.66,6.29,25.78,0.0,1.98
2010-03-09,12.13,20.09,6.99,23.11,0.0,1.82
2010-03-10,12.25,20.44,6.94,20.22,0.0,1.75
2010-03-11,12.46,20.2,7.43,21.3,0.0,1.79
2010-03-12,12.16,19.81,6.9,22.68,0.0,2.01
2010-03-13,11.88,19.51,6.24,26.94,0.06,2.02
2010-03-14,11.8,19.09,6.31,35.62,0.37,1.78
2010-03-15,11.6,18.02,5.58,41.66,0.01,1.79
2010-03-16,12.59,19.21,7.44,40.97,0.17,1.8
2010-03-17,13.14,20.07,7.62,42.69,0.61,1.65
2010-03-18,13.63,19.98,9.44,42.64,0.01,1.6
2010-03-19,15.86,24.07,9.37,31.76,0.0,1.91
2010-03-20,17.09,26.15,10.02,28.23,0.0,1.82
2010-03-21,17.01,24.05,11.8,33.99,0.0,1.97
2010-03-22,16.51,23.99,11.2,34.74,0.0,1.97
2010-03-23,16.71,24.67,10.39,29.75,0.0,2.21
2010-03-24,16.82,25.05,10.27,25.88,0.0,2.1
2010-03-25,16.78,24.51,10.43,24.71,0.0,1.96
2010-03-26,15.82,23.2,10.14,28.58,0.0,2.07
2010-03-27,15.42,23.37,9.31,32.09,0.01,2.1
2010-03-28,15.6,23.07,9.08,31.69,0.0,2.18
2010-03-29,15.6,23.25,9.54,31.26,0.0,2.19
2010-03-30,14.75,21.92,8.69,32.07,0.0,2.08
2010-03-31,14.28,21.8,7.55,35.0,0.01,2.46
2010-04-01,15.1,23.11,7.77,29.9,0.0,2.51
2010-04-02,15.21,23.26,8.1,22.67,0.0,2.09
2010-04-03,15.49,24.22,7.56,19.35,0.0,2.14
2010-04-04,16.01,24.23,9.0,23.25,0.0,2.2
2010-04-05,15.91,24.51,8.36,20.58,0.0,2.29
2010-04-06,16.61,24.79,9.34,17.66,0.0,2.19
2010-04-07,17.51,25.73,10.58,13.88,0.0,1.89
2010-04-08,17.41,25.25,10.8,14.58,0.0,2.02
2010-04-09,18.45,26.53,12.66,16.2,0.0,2.06
2010-04-10,17.18,24.78,11.52,18.24,0.01,1.86
2010-04-11,18.87,27.1,11.4,20.82,0.0,2.2
2010-04-12,18.53,26.48,11.66,26.12,0.0,2.12
2010-04-13,17.26,24.31,11.13,31.75,0.02,1.82
2010-04-14,18.25,25.55,12.18,31.57,0.04,2.07
2010-04-15,17.98,24.36,13.11,35.97,0.23,1.88
2010-04-16,17.84,24.46,12.2,43.32,0.0,1.94
2010-04-17,17.84,24.73,11.49,45.14,0.44,2.06
2010-04-18,18.75,25.66,12.87,43.96,1.66,2.1
2010-04-19,18.84,26.13,11.71,44.47,0.01,2.35
2010-04-20,19.86,27.7,11.73,39.57,0.0,2.63
2010-04-21,20.11,27.9,11.94,34.18,0.0,2.3
2010-04-22,19.72,27.58,12.33,30.25,0.0,2.3
2010-04-23,19.19,26.83,11.64,26.26,0.0,2.2
2010-04-24,18.22,26.26,11.1,22.69,0.0,2.17
2010-04-25,17.82,25.93,9.89,21.29,0.07,2.26
2010-04-26,17.7,25.47,9.67,25.0,2.15,2.12
2010-04-27,16.95,23.75,11.59,39.48,0.02,2.02
2010-04-28,17.77,24.12,12.26,52.98,0.01,1.74
2010-04-29,16.37,21.16,11.64,58.88,0.26,1.89
2010-04-30,17.22,22.25,12.74,64.9,0.37,1.76
2010-05-01,17.0,22.19,13.06,73.86,3.85,1.5
2010-05-02,17.27,22.15,13.24,60.8,0.35,1.67
2010-05-03,15.14,19.67,12.26,65.7,0.2,1.1
2010-05-04,17.0,22.74,12.93,58.19,0.08,1.69
2010-05-05,16.28,21.03,12.44,67.32,4.89,1.41
2010-05-06,14.93,19.17,12.08,77.62,2.13,1.64
2010-05-07,14.6,18.57,11.05,74.61,5.51,1.49
2010-05-08,16.09,21.16,11.5,68.88,2.91,2.13
2010-05-09,17.9,24.01,12.42,55.2,0.16,2.56
2010-05-10,18.96,26.14,11.62,43.09,0.0,2.25
2010-05-11,19.42,27.19,11.32,38.08,0.02,2.29
2010-05-12,19.26,26.75,11.06,31.83,0.0,2.22
2010-05-13,19.28,26.94,11.16,27.79,0.0,2.3
2010-05-14,19.37,27.16,11.82,30.07,0.5,2.12
2010-05-15,18.98,26.26,12.2,36.23,0.02,2.34
2010-05-16,19.29,26.17,12.55,38.08,1.04,2.24
2010-05-17,19.35,26.12,12.88,42.32,0.45,2.06
2010-05-18,19.36,25.63,13.59,53.49,0.08,1.81
2010-05-19,20.06,25.57,14.84,62.02,0.54,1.73
2010-05-20,18.88,24.55,14.49,65.45,11.73,1.81
2010-05-21,17.93,23.06,12.86,66.44,0.63,1.94
2010-05-22,19.21,25.74,13.19,64.81,1.45,2.09
2010-05-23,17.67,21.69,14.57,82.88,14.82,1.72
2010-05-24,17.51,22.02,14.2,80.54,14.65,2.07
2010-05-25,18.49,23.73,14.33,65.09,0.67,1.99
2010-05-26,19.38,25.41,13.54,52.77,0.28,1.99
2010-05-27,18.81,24.07,14.04,59.53,0.99,2.04
2010-05-28,18.53,23.77,14.09,68.9,1.15,2.07
2010-05-29,18.62,23.83,14.0,69.18,1.82,2.0
2010-05-30,18.33,24.3,13.78,69.25,4.8,1.82
2010-05-31,18.66,24.18,12.78,64.54,0.97,2.05
2010-06-01,19.86,25.69,14.7,54.2,0.32,2.17
2010-06-02,19.72,25.97,13.89,45.49,0.96,1.89
2010-06-03,19.48,25.58,14.45,56.49,0.53,1.9
2010-06-04,19.89,25.03,15.6,61.97,0.17,2.16
2010-06-05,20.14,25.57,15.2,59.41,0.73,2.59
2010-06-06,20.35,26.65,15.09,45.32,0.01,2.38
2010-06-07,20.79,27.52,14.62,34.11,0.0,2.15
2010-06-08,20.55,26.64,14.45,41.14,0.0,1.96
2010-06-09,21.16,27.46,15.99,49.0,0.0,2.24
2010-06-10,20.7,27.01,14.15,51.05,0.48,1.93
2010-06-11,19.76,26.15,13.89,57.79,1.67,1.79
2010-06-12,19.35,26.05,13.42,60.51,2.29,1.95
2010-06-13,19.49,26.11,14.47,62.67,2.92,2.19
2010-06-14,19.68,25.95,13.72,62.44,1.17,2.09
2010-06-15,19.43,24.74,13.64,66.02,1.07,2.05
2010-06-16,20.19,25.36,15.53,71.8,4.49,1.86
2010-06-17,19.98,25.19,15.31,73.73,11.33,1.92
2010-06-18,19.16,23.21,15.98,82.54,16.63,1.73
2010-06-19,19.57,24.33,15.6,82.4,2.84,1.87
2010-06-20,19.44,23.69,16.62,82.35,0.9,2.36
2010-06-21,19.55,24.63,16.12,80.49,0.44,2.04
2010-06-22,19.22,23.76,16.51,82.74,2.23,1.75
2010-06-23,19.69,24.35,16.41,83.5,4.26,2.11
2010-06-24,18.65,22.38,15.78,82.78,2.42,2.28
2010-06-25,19.61,24.87,15.66,78.91,0.38,2.07
2010-06-26,19.57,23.31,16.79,82.96,1.92,2.23
2010-06-27,20.29,25.91,15.99,75.86,3.63,1.75
2010-06-28,20.16,24.75,17.03,77.47,0.4,1.85
2010-06-29,20.13,25.39,15.65,74.82,3.66,1.81
2010-06-30,19.93,24.78,16.58,78.72,2.74,1.96
2010-07-01,19.34,23.94,15.24,78.23,5.32,1.96
2010-07-02,19.27,24.38,15.09,76.77,1.44,1.86
2010-07-03,19.32,24.26,15.51,78.95,0.92,2.11
2010-07-04,19.24,23.91,15.98,82.0,3.13,2.05
2010-07-05,19.61,24.61,15.79,80.71,2.02,2.11
2010-07-06,19.31,22.86,17.03,83.51,1.73,2.22
2010-07-07,19.12,22.99,16.61,84.22,2.81,2.05
2010-07-08,19.75,24.29,15.83,81.97,5.26,2.17
2010-07-09,19.3,22.48,16.75,86.36,6.59,2.16
2010-07-10,19.2,21.41,17.32,91.66,11.4,2.05
2010-07-11,18.55,21.32,16.64,91.87,18.68,1.74
2010-07-12,18.12,21.28,16.13,89.31,7.34,1.68
2010-07-13,18.97,23.27,15.37,83.9,3.99,2.28
2010-07-14,19.58,24.35,15.47,84.53,2.56,1.77
2010-07-15,19.12,22.1,17.06,89.89,1.21,1.93
2010-07-16,19.25,23.44,15.85,86.16,5.97,2.04
2010-07-17,19.32,22.91,17.04,90.74,15.19,2.28
2010-07-18,19.25,22.75,17.19,90.05,9.7,2.32
2010-07-19,18.44,20.8,16.58,88.83,14.02,1.78
2010-07-20,18.07,21.02,15.62,89.16,8.16,1.57
2010-07-21,18.68,22.36,15.81,88.38,2.88,2.09
2010-07-22,18.71,21.42,16.62,91.69,6.75,2.05
2010-07-23,18.7,20.87,16.95,94.21,6.9,2.06
2010-07-24,18.61,21.87,16.23,89.13,2.24,1.56
2010-07-25,19.45,24.5,15.64,85.19,3.33,2.38
2010-07-26,18.32,22.29,15.74,87.99,11.94,2.21
2010-07-27,17.39,19.77,14.62,86.16,3.88,1.44
2010-07-28,19.42,23.54,15.76,82.69,1.85,1.87
2010-07-29,17.84,20.77,15.27,90.71,8.52,2.04
2010-07-30,18.42,22.73,14.72,83.86,5.33,1.88
2010-07-31,18.18,22.13,15.07,86.54,1.73,2.13
2010-08-01,18.2,22.88,13.75,87.72,3.26,2.23
2010-08-02,17.99,22.07,15.45,89.16,4.17,1.84
2010-08-03,18.67,23.52,14.35,82.94,0.67,2.01
2010-08-04,17.89,20.72,15.58,91.07,2.94,1.77
2010-08-05,18.53,22.57,14.74,86.75,3.15,1.79
2010-08-06,19.28,23.85,15.14,80.57,0.24,2.01
2010-08-07,19.21,23.95,15.19,84.77,0.01,2.11
2010-08-08,19.08,22.72,16.23,85.44,2.96,1.74
2010-08-09,18.93,22.28,16.07,87.51,27.27,1.64
2010-08-10,18.89,22.34,16.41,89.05,0.86,1.68
2010-08-11,18.61,22.56,15.87,88.66,2.49,1.48
2010-08-12,18.66,21.82,16.29,89.44,10.81,1.73
2010-08-13,18.35,20.97,16.6,93.15,3.29,2.1
2010-08-14,18.61,22.17,15.75,91.79,11.99,1.98
2010-08-15,18.56,21.5,16.81,92.41,3.64,1.46
2010-08-16,18.88,21.95,16.3,92.25,13.07,1.92
2010-08-17,18.12,20.01,16.75,94.42,18.25,1.3
2010-08-18,18.14,20.48,16.04,92.19,12.37,1.53
2010-08-19,17.89,20.07,15.89,94.12,19.65,1.86
2010-08-20,18.14,20.77,15.68,92.51,28.66,1.84
2010-08-21,17.94,20.7,15.95,92.86,21.87,1.35
2010-08-22,17.63,20.49,15.55,93.11,15.17,1.65
2010-08-23,17.83,21.01,15.24,91.33,9.72,1.4
2010-08-24,17.34,19.02,15.55,95.93,3.88,1.91
2010-08-25,17.7,21.49,14.84,85.75,0.82,1.39
2010-08-26,18.25,21.87,15.76,86.61,22.81,1.59
2010-08-27,18.05,21.0,15.36,92.91,9.39,2.14
2010-08-28,18.13,21.8,15.12,89.44,9.66,1.56
2010-08-29,18.8,22.16,15.88,91.69,11.04,1.52
2010-08-30,17.98,20.53,15.86,94.08,7.97,1.42
2010-08-31,18.25,22.01,15.12,90.36,20.68,1.62
2010-09-01,17.45,20.47,14.58,91.18,9.03,1.36
2010-09-02,17.69,20.74,15.12,91.46,11.88,1.1
2010-09-03,18.09,21.17,15.98,91.61,4.01,1.45
2010-09-04,17.6,20.96,14.85,91.82,4.25,1.65
2010-09-05,17.67,20.28,15.47,94.24,12.37,1.74
2010-09-06,17.35,20.3,13.89,93.82,12.3,1.59
2010-09-07,17.52,21.14,13.86,84.93,2.37,1.19
2010-09-08,17.57,20.86,14.63,88.22,1.2,1.27
2010-09-09,16.94,20.73,13.67,87.97,0.66,1.29
2010-09-10,17.16,20.8,14.24,87.41,4.4,1.41
2010-09-11,17.39,21.05,15.15,92.06,3.98,1.33
2010-09-12,16.29,19.53,14.27,91.26,2.94,0.98
2010-09-13,17.14,20.87,14.5,87.6,3.46,1.53
2010-09-14,16.95,20.69,14.01,90.69,3.9,1.7
2010-09-15,16.32,20.07,13.34,89.9,5.44,1.26
2010-09-16,16.07,19.66,13.87,90.86,7.46,1.47
2010-09-17,16.28,20.38,13.33,87.3,4.27,1.5
2010-09-18,16.17,19.38,13.28,91.83,1.85,1.57
2010-09-19,16.01,20.0,13.27,90.89,4.4,1.55
2010-09-20,16.45,19.9,13.39,87.45,19.76,1.47
2010-09-21,16.4,19.34,14.3,93.99,33.43,1.57
2010-09-22,15.89,17.65,14.69,95.71,27.42,1.23
2010-09-23,15.51,17.94,13.17,86.7,6.85,0.92
2010-09-24,16.22,20.01,13.75,83.69,1.06,1.44
2010-09-25,16.12,20.16,13.2,85.28,1.32,1.32
2010-09-26,16.26,20.92,13.27,78.07,0.01,1.29
2010-09-27,15.89,20.41,12.61,79.81,0.0,1.4
2010-09-28,16.0,20.31,13.02,85.75,0.0,1.37
2010-09-29,15.65,19.52,12.71,86.78,0.0,1.24
2010-09-30,15.92,20.33,12.42,84.76,0.0,1.28
2010-10-01,16.05,20.36,12.85,85.28,0.0,1.21
2010-10-02,16.12,20.26,13.07,86.47,0.0,1.14
2010-10-03,16.41,20.95,13.09,82.24,0.0,1.3
2010-10-04,15.71,20.35,11.94,78.2,1.81,1.34
2010-10-05,14.94,19.14,12.08,70.38,3.19,1.2
2010-10-06,14.31,18.89,10.68,70.13,1.77,1.27
2010-10-07,14.54,18.73,11.7,77.79,2.18,1.11
2010-10-08,14.18,18.83,11.01,76.88,0.22,1.39
2010-10-09,13.97,17.66,10.7,91.87,0.14,1.56
2010-10-10,14.1,18.12,10.99,91.36,0.75,1.19
2010-10-11,13.7,18.37,10.31,82.03,0.01,1.16
2010-10-12,13.23,18.06,9.46,66.31,0.0,1.18
2010-10-13,13.94,18.75,10.37,65.68,0.05,1.21
2010-10-14,14.55,18.45,11.45,76.32,0.27,1.2
2010-10-15,15.8,19.56,12.93,86.29,6.89,1.21
2010-10-16,15.05,17.59,12.9,90.76,6.17,1.0
2010-10-17,13.94,16.49,12.24,88.87,6.65,0.66
2010-10-18,14.83,18.78,12.03,84.27,0.13,1.22
2010-10-19,15.22,19.55,11.63,84.94,0.13,1.18
2010-10-20,15.28,19.38,12.5,79.83,2.57,1.14
2010-10-21,14.11,18.46,10.53,81.05,2.01,1.16
2010-10-22,13.24,18.04,10.04,74.38,0.02,1.12
2010-10-23,13.16,18.34,9.12,64.29,0.0,1.26
2010-10-24,12.85,18.35,8.45,65.99,0.0,1.32
2010-10-25,12.77,18.02,9.29,57.83,0.0,1.2
2010-10-26,11.95,17.29,8.74,59.53,0.0,1.33
2010-10-27,11.85,17.51,8.18,56.95,0.0,1.32
2010-10-28,12.06,17.21,8.78,54.79,0.0,1.21
2010-10-29,12.48,17.42,9.72,62.98,0.0,1.13
2010-10-30,13.03,17.44,10.38,63.42,0.39,1.02
2010-10-31,12.19,16.34,8.98,61.92,1.07,1.04
2010-11-01,11.12,16.42,7.26,62.4,0.17,1.21
2010-11-02,10.62,15.76,6.7,67.92,0.0,1.14
2010-11-03,11.66,16.75,7.92,75.22,0.0,1.23
2010-11-04,12.29,17.13,9.05,75.34,0.0,1.23
2010-11-05,12.99,18.03,9.4,77.75,0.0,1.18
2010-11-06,12.84,17.8,9.84,75.04,0.0,1.03
2010-11-07,12.28,17.14,8.62,76.93,0.0,1.21
2010-11-08,12.61,17.03,9.47,80.68,0.0,1.3
2010-11-09,13.32,17.12,10.55,82.77,0.0,1.09
2010-11-10,12.65,16.5,10.23,85.85,0.0,1.2
2010-11-11,12.0,16.25,9.08,86.16,0.06,1.16
2010-11-12,11.44,15.71,9.11,88.67,0.3,1.22
2010-11-13,10.65,14.52,7.86,87.98,0.31,1.09
2010-11-14,11.01,15.54,7.53,82.84,0.35,1.19
2010-11-15,11.5,15.81,8.84,86.04,0.0,1.17
2010-11-16,11.33,15.25,8.93,86.71,0.0,0.85
2010-11-17,11.61,15.32,9.39,83.45,0.41,0.98
2010-11-18,11.4,15.41,8.39,77.35,0.07,1.12
2010-11-19,10.22,15.12,6.99,77.48,0.09,1.27
2010-11-20,8.88,14.39,5.52,73.13,0.0,1.5
2010-11-21,9.03,14.05,6.08,63.62,0.0,1.19
2010-11-22,10.12,14.72,7.78,62.12,0.0,0.98
2010-11-23,10.27,15.59,7.53,68.31,0.0,1.24
2010-11-24,11.16,16.36,7.71,65.83,0.0,1.3
2010-11-25,12.0,16.71,9.03,71.9,0.0,1.15
2010-11-26,11.23,16.97,7.83,73.35,0.0,1.28
2010-11-27,10.72,15.96,7.81,69.59,0.0,1.2
2010-11-28,9.75,15.41,5.26,57.03,0.0,1.31
2010-11-29,8.86,15.08,5.15,49.48,0.0,1.61
2010-11-30,8.41,13.79,4.28,48.67,0.0,1.24
2010-12-01,7.93,13.45,4.13,53.41,0.0,1.03
2010-12-02,7.49,13.2,3.97,42.18,0.0,0.99
2010-12-03,7.44,13.75,3.29,39.55,0.0,1.07
2010-12-04,7.56,13.23,3.48,52.5,0.0,1.19
2010-12-05,8.37,14.23,4.57,40.05,0.0,1.12
2010-12-06,9.37,15.49,5.88,30.73,0.0,1.03
2010-12-07,9.76,16.21,6.34,31.81,0.07,1.22
2010-12-08,9.46,14.78,6.21,34.86,0.02,0.96
2010-12-09,9.58,15.54,5.71,43.21,0.0,1.23
2010-12-10,9.1,15.2,4.64,54.88,0.0,1.22
2010-12-11,7.41,13.46,3.94,50.94,0.0,1.41
2010-12-12,6.59,12.36,3.18,52.88,0.0,1.16
2010-12-13,6.93,11.8,3.32,61.04,0.0,1.14
2010-12-14,5.53,11.2,1.68,54.51,0.0,1.18
2010-12-15,6.31,12.88,0.68,57.2,0.0,1.29
2010-12-16,8.05,13.89,4.47,46.62,0.0,1.08
2010-12-17,6.89,13.5,2.78,43.86,0.0,1.42
2010-12-18,5.76,12.93,1.87,42.51,0.0,1.46
2010-12-19,4.29,11.01,-0.26,46.35,0.0,1.37
2010-12-20,5.25,13.18,-1.79,40.67,0.0,1.38
2010-12-21,6.33,12.05,2.34,41.86,0.0,1.18
2010-12-22,5.51,11.63,1.74,48.69,0.0,1.28
2010-12-23,4.5,11.14,0.7,51.37,0.0,1.35
2010-12-24,4.74,11.39,0.68,44.9,0.0,1.38
2010-12-25,5.23,11.52,1.54,46.73,0.0,1.11
2010-12-26,5.95,12.06,1.92,48.17,0.0,1.23
2010-12-27,6.51,12.73,2.72,44.58,0.0,1.33
2010-12-28,6.98,13.34,3.45,39.11,0.0,1.4
2010-12-29,7.77,14.79,3.81,39.69,0.0,1.4
2010-12-30,8.41,15.75,4.73,39.97,0.0,1.49
2010-12-31,7.04,13.77,2.26,50.51,1.16,1.16
2011-01-01,4.08,10.37,0.15,72.96,1.2,1.32
2011-01-02,4.29,12.25,-2.1,53.76,0.0,1.31
2011-01-03,5.64,11.68,1.81,45.35,0.0,1.15
2011-01-04,6.27,12.73,1.68,47.93,0.0,1.28
2011-01-05,6.67,13.23,2.9,46.26,0.0,1.39
2011-01-06,6.42,14.17,1.21,46.07,0.0,1.54
2011-01-07,6.56,13.09,3.19,39.28,0.0,1.22
2011-01-08,5.63,13.14,1.56,38.9,0.0,1.36
2011-01-09,4.39,11.34,0.41,39.3,0.0,1.46
2011-01-10,3.57,10.43,-1.0,39.85,0.0,1.41
2011-01-11,4.32,12.49,-1.35,41.48,0.0,1.39
2011-01-12,5.47,12.17,1.76,42.47,0.0,1.22
2011-01-13,4.67,11.26,1.25,48.17,0.0,1.55
2011-01-14,5.46,12.66,1.07,44.61,0.0,1.62
2011-01-15,5.03,12.6,0.74,46.82,0.0,1.75
2011-01-16,2.27,6.68,-0.45,74.16,0.0,1.17
2011-01-17,2.63,10.53,-4.03,53.05,0.0,1.56
2011-01-18,2.7,8.71,-1.03,62.76,0.0,1.38
2011-01-19,2.54,8.62,-1.71,63.37,0.0,1.53
2011-01-20,3.9,10.28,-0.37,55.7,0.0,1.22
2011-01-21,4.47,10.99,0.46,60.25,0.0,1.48
2011-01-22,5.07,11.75,0.63,59.24,0.0,1.41
2011-01-23,5.05,11.82,0.78,54.04,0.0,1.67
2011-01-24,4.79,11.87,0.99,46.39,0.0,1.69
2011-01-25,5.15,11.94,1.03,41.37,0.0,1.65
2011-01-26,3.76,9.72,-1.06,60.43,0.0,1.22
2011-01-27,5.21,12.04,-0.93,54.89,0.0,1.59
2011-01-28,6.19,12.82,2.25,42.0,0.0,1.45
2011-01-29,5.39,11.62,0.82,39.62,0.06,1.51
2011-01-30,5.94,12.24,1.88,49.61,0.0,1.46
2011-01-31,6.45,12.74,2.47,60.12,0.0,1.57
2011-02-01,7.07,13.07,2.45,49.89,0.0,1.43
2011-02-02,7.47,13.7,2.78,47.69,0.0,1.43
2011-02-03,8.37,16.01,0.99,43.88,0.0,1.48
2011-02-04,9.83,16.2,4.82,39.87,0.0,1.5
2011-02-05,10.02,16.43,6.33,47.35,0.0,1.37
2011-02-06,9.9,16.62,5.74,46.16,0.0,1.62
2011-02-07,10.44,17.45,6.22,39.18,0.0,1.78
2011-02-08,9.27,15.76,4.31,44.34,0.0,1.78
2011-02-09,7.95,14.73,2.22,47.07,0.0,1.73
2011-02-10,8.62,15.5,3.06,42.72,0.0,1.52
2011-02-11,8.71,15.1,4.17,39.76,0.0,1.63
2011-02-12,8.9,15.37,4.31,41.56,0.0,1.5
2011-02-13,8.95,15.21,4.71,47.48,0.0,1.35
2011-02-14,9.58,16.1,5.82,48.75,0.0,1.68
2011-02-15,9.14,15.14,5.56,58.78,0.63,1.48
2011-02-16,7.6,11.67,4.75,79.98,7.84,1.31
2011-02-17,5.75,10.61,1.52,72.36,0.71,1.46
2011-02-18,4.99,11.87,-0.46,48.32,0.0,1.84
2011-02-19,5.58,12.7,-0.05,36.57,0.0,1.59
2011-02-20,6.71,13.98,0.77,35.46,0.0,1.56
2011-02-21,6.18,12.63,1.34,37.71,0.02,1.41
2011-02-22,7.13,14.45,0.18,42.75,0.0,1.57
2011-02-23,9.29,16.3,4.46,36.46,0.0,1.63
2011-02-24,9.14,16.67,3.76,29.88,0.0,1.65
2011-02-25,6.65,10.91,3.15,44.73,0.0,0.81
2011-02-26,6.86,14.3,1.1,42.05,0.0,1.75
2011-02-27,6.52,14.55,-0.2,39.32,0.0,1.86
2011-02-28,8.48,16.74,1.2,31.65,0.0,1.76
2011-03-01,9.9,17.18,4.5,29.76,0.0,1.73
2011-03-02,10.7,17.13,5.54,39.64,0.0,1.8
2011-03-03,10.55,17.33,5.69,48.25,0.35,1.77
2011-03-04,9.29,14.11,6.22,58.42,0.15,1.68
2011-03-05,10.67,18.16,5.99,43.58,0.0,2.21
2011-03-06,11.16,19.4,5.0,32.47,0.0,2.33
2011-03-07,12.61,20.23,8.09,27.28,0.0,1.81
2011-03-08,12.12,19.34,7.81,31.15,0.0,1.84
2011-03-09,10.75,16.91,5.46,40.89,0.5,1.9
2011-03-10,10.53,18.17,3.99,35.31,0.01,1.84
2011-03-11,9.88,16.01,4.56,36.03,0.0,1.54
2011-03-12,10.12,16.92,4.8,40.89,0.0,1.89
2011-03-13,11.07,17.27,6.3,39.7,0.0,1.69
2011-03-14,12.05,18.95,6.56,34.52,0.0,1.39
2011-03-15,12.23,20.08,5.9,29.9,0.0,1.39
2011-03-16,12.94,21.19,6.36,35.28,0.0,1.98
2011-03-17,12.46,19.01,7.69,44.01,0.0,1.91
2011-03-18,11.76,18.82,6.17,52.9,0.0,1.9
2011-03-19,12.97,19.36,7.98,46.67,0.0,2.13
2011-03-20,12.85,20.26,6.84,40.35,0.0,2.14
2011-03-21,12.67,20.27,7.35,40.1,0.0,2.24
2011-03-22,13.57,21.62,7.4,28.2,0.0,1.85
2011-03-23,13.5,20.62,7.41,25.59,0.05,1.78
2011-03-24,13.22,20.29,7.69,26.81,0.06,1.99
2011-03-25,12.63,19.86,6.71,34.16,0.0,2.22
2011-03-26,13.13,19.94,7.82,40.89,0.14,1.97
